Дата,Корпус,Кол-во активных квартир
2023-09-25,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-25,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-09-25,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-09-25,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-09-25,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-09-25,"ул. Монтажников 36, (ГП-4.7), подъезд 1",11
2023-09-25,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-09-25,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",70
2023-09-25,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",70
2023-09-25,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",69
2023-09-25,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",68
2023-09-25,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",67
2023-09-25,"ул. Монтажников, д. 38, подъезд 1",6
2023-09-25,"ул. Монтажников, д. 38, подъезд 3",13
2023-09-25,"ул. Монтажников, д. 40, подъезд 1",10
2023-09-25,"ул. Монтажников, д. 40, подъезд 2",8
2023-09-25,"ул. Монтажников, д. 40, подъезд 3",18
2023-09-25,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-25,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-26,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-26,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-09-26,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-09-26,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-09-26,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",46
2023-09-26,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-09-26,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-26,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-26,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-09-26,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-09-26,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-09-26,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-09-26,"ул. Монтажников 36, (ГП-4.7), подъезд 1",11
2023-09-26,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-09-26,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",70
2023-09-26,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",70
2023-09-26,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-09-26,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",68
2023-09-26,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",67
2023-09-26,"ул. Монтажников, д. 38, подъезд 1",6
2023-09-26,"ул. Монтажников, д. 38, подъезд 3",13
2023-09-26,"ул. Монтажников, д. 40, подъезд 1",8
2023-09-26,"ул. Монтажников, д. 40, подъезд 2",6
2023-09-26,"ул. Монтажников, д. 40, подъезд 3",18
2023-09-26,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-26,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-27,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-27,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-09-27,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-09-27,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-09-27,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",45
2023-09-27,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-09-27,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-27,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-27,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-09-27,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-09-27,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-09-27,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-09-27,"ул. Монтажников 36, (ГП-4.7), подъезд 1",11
2023-09-27,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-09-27,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",69
2023-09-27,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",69
2023-09-27,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-09-27,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",65
2023-09-27,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",67
2023-09-27,"ул. Монтажников, д. 38, подъезд 1",6
2023-09-27,"ул. Монтажников, д. 38, подъезд 3",12
2023-09-27,"ул. Монтажников, д. 40, подъезд 1",7
2023-09-27,"ул. Монтажников, д. 40, подъезд 2",4
2023-09-27,"ул. Монтажников, д. 40, подъезд 3",17
2023-09-27,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-27,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-28,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-28,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-09-28,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-09-28,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-09-28,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",45
2023-09-28,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-09-28,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-28,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-28,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-09-28,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-09-28,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-09-28,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-09-28,"ул. Монтажников 36, (ГП-4.7), подъезд 1",11
2023-09-28,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-09-28,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-09-28,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",68
2023-09-28,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-09-28,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",64
2023-09-28,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",67
2023-09-28,"ул. Монтажников, д. 38, подъезд 1",6
2023-09-28,"ул. Монтажников, д. 38, подъезд 3",12
2023-09-28,"ул. Монтажников, д. 40, подъезд 1",6
2023-09-28,"ул. Монтажников, д. 40, подъезд 2",4
2023-09-28,"ул. Монтажников, д. 40, подъезд 3",16
2023-09-28,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-28,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-29,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-29,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-09-29,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-09-29,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-09-29,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",44
2023-09-29,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-09-29,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-29,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-29,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-09-29,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-09-29,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-09-29,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-09-29,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-09-29,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",72
2023-09-29,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-09-29,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",68
2023-09-29,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-09-29,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",64
2023-09-29,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",67
2023-09-29,"ул. Монтажников, д. 38, подъезд 1",6
2023-09-29,"ул. Монтажников, д. 38, подъезд 3",12
2023-09-29,"ул. Монтажников, д. 40, подъезд 1",6
2023-09-29,"ул. Монтажников, д. 40, подъезд 2",4
2023-09-29,"ул. Монтажников, д. 40, подъезд 3",16
2023-09-29,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-29,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-09-30,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-09-30,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-09-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",44
2023-09-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-09-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-30,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-09-30,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-09-30,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-09-30,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-09-30,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-09-30,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",72
2023-09-30,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-09-30,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",68
2023-09-30,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-09-30,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",64
2023-09-30,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",65
2023-09-30,"ул. Монтажников, д. 38, подъезд 1",6
2023-09-30,"ул. Монтажников, д. 38, подъезд 3",12
2023-09-30,"ул. Монтажников, д. 40, подъезд 1",6
2023-09-30,"ул. Монтажников, д. 40, подъезд 2",4
2023-09-30,"ул. Монтажников, д. 40, подъезд 3",16
2023-09-30,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-30,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-01,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-01,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",44
2023-10-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-10-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-10-01,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-10-01,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-01,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-10-01,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-01,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-01,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",72
2023-10-01,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-10-01,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",68
2023-10-01,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-10-01,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",64
2023-10-01,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",65
2023-10-01,"ул. Монтажников, д. 38, подъезд 1",6
2023-10-01,"ул. Монтажников, д. 38, подъезд 3",12
2023-10-01,"ул. Монтажников, д. 40, подъезд 1",6
2023-10-01,"ул. Монтажников, д. 40, подъезд 2",4
2023-10-01,"ул. Монтажников, д. 40, подъезд 3",16
2023-10-01,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-01,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-02,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-02,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",44
2023-10-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-10-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-10-02,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-10-02,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-02,"ул. Валентины Трофимовой, д. 8, подъезд 1",13
2023-10-02,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-02,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-02,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",72
2023-10-02,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-10-02,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",68
2023-10-02,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-10-02,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",64
2023-10-02,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",65
2023-10-02,"ул. Монтажников, д. 38, подъезд 1",6
2023-10-02,"ул. Монтажников, д. 38, подъезд 3",12
2023-10-02,"ул. Монтажников, д. 40, подъезд 1",6
2023-10-02,"ул. Монтажников, д. 40, подъезд 2",4
2023-10-02,"ул. Монтажников, д. 40, подъезд 3",16
2023-10-02,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-02,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-03,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-03,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",43
2023-10-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",47
2023-10-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-10-03,"ул. Валентины Трофимовой, д. 12, подъезд 1",24
2023-10-03,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-03,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-03,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-03,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-03,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",72
2023-10-03,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-10-03,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",68
2023-10-03,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",68
2023-10-03,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",64
2023-10-03,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",65
2023-10-03,"ул. Монтажников, д. 38, подъезд 1",6
2023-10-03,"ул. Монтажников, д. 38, подъезд 3",12
2023-10-03,"ул. Монтажников, д. 40, подъезд 1",5
2023-10-03,"ул. Монтажников, д. 40, подъезд 2",4
2023-10-03,"ул. Монтажников, д. 40, подъезд 3",16
2023-10-03,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-03,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-04,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-04,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-04,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-04,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-04,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",37
2023-10-04,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-04,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-04,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-10-04,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-04,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-04,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-04,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-04,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-04,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",72
2023-10-04,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",66
2023-10-04,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-04,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",66
2023-10-04,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",61
2023-10-04,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-04,"ул. Монтажников, д. 38, подъезд 1",6
2023-10-04,"ул. Монтажников, д. 38, подъезд 3",12
2023-10-04,"ул. Монтажников, д. 40, подъезд 1",4
2023-10-04,"ул. Монтажников, д. 40, подъезд 2",4
2023-10-04,"ул. Монтажников, д. 40, подъезд 3",15
2023-10-04,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-04,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-05,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-05,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-05,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-05,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-05,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",35
2023-10-05,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-05,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-05,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-05,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-05,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-05,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-05,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-05,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-05,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-05,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-05,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-05,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",64
2023-10-05,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-05,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-05,"ул. Монтажников, д. 38, подъезд 1",5
2023-10-05,"ул. Монтажников, д. 38, подъезд 3",12
2023-10-05,"ул. Монтажников, д. 40, подъезд 1",3
2023-10-05,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-05,"ул. Монтажников, д. 40, подъезд 3",14
2023-10-05,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-05,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-06,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-06,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-06,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-06,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-06,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",34
2023-10-06,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-06,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-06,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-06,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-06,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-06,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-06,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-06,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-06,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-06,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-06,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-06,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",64
2023-10-06,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-06,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-06,"ул. Монтажников, д. 38, подъезд 1",5
2023-10-06,"ул. Монтажников, д. 38, подъезд 3",12
2023-10-06,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-06,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-06,"ул. Монтажников, д. 40, подъезд 3",14
2023-10-06,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-06,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-06,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",85
2023-10-06,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-06,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-07,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-07,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-07,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-07,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",33
2023-10-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-07,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-07,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-07,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-07,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-07,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-07,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-07,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-07,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-07,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-07,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",61
2023-10-07,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",60
2023-10-07,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",64
2023-10-07,"ул. Монтажников, д. 38, подъезд 1",5
2023-10-07,"ул. Монтажников, д. 38, подъезд 3",11
2023-10-07,"ул. Монтажников, д. 40, подъезд 1",2
2023-10-07,"ул. Монтажников, д. 40, подъезд 2",3
2023-10-07,"ул. Монтажников, д. 40, подъезд 3",10
2023-10-07,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-10-07,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-10-07,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 1",85
2023-10-07,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 2",85
2023-10-07,"ул. Федора Достоевского, д.  26, (ГП-7.1), подъезд 3",85
2023-10-08,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-10-08,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",1
2023-10-08,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",17
2023-10-08,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",10
2023-10-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",33
2023-10-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",46
2023-10-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-10-08,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",53
2023-10-08,"ул. Валентины Трофимовой, д. 12, подъезд 1",23
2023-10-08,"ул. Валентины Трофимовой, д. 12, подъезд 2",4
2023-10-08,"ул. Валентины Трофимовой, д. 8, подъезд 1",12
2023-10-08,"ул. Валентины Трофимовой, д. 8, подъезд 2",10
2023-10-08,"ул. Монтажников 36, (ГП-4.7), подъезд 1",10
2023-10-08,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",71
2023-10-08,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",65
2023-10-08,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",66
2023-10-08,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",61
